call_id,ticker,as_of,split
Waste Management Inc._20170726,WM,2017-07-26,embargo
Waste Management Inc._20171026,WM,2017-10-26,test
Wec Energy Group Inc_20170201,WEC,2017-02-01,train
Wec Energy Group Inc_20170502,WEC,2017-05-02,train
Wec Energy Group Inc_20171026,WEC,2017-10-26,test
Welltower Inc._20170505,WELL,2017-05-05,train
WestRock_20170124,WRK,2017-01-24,train
WestRock_20170426,WRK,2017-04-26,train
WestRock_20171102,WRK,2017-11-02,test
Western Digital_20171026,WDC,2017-10-26,test
Western Union Co_20170502,WU,2017-05-02,train
Western Union Co_20171102,WU,2017-11-02,test
Weyerhaeuser_20170203,WY,2017-02-03,train
Weyerhaeuser_20170428,WY,2017-04-28,train
XL Group_20171024,XL,2017-10-24,embargo
Xcel Energy Inc_20170202,XEL,2017-02-02,train
Xcel Energy Inc_20170727,XEL,2017-07-27,embargo
Xerox_20170425,XRX,2017-04-25,train
Xerox_20170801,XRX,2017-08-01,embargo
Xilinx_20170426,XLNX,2017-04-26,train
Yum! Brands Inc_20170209,YUM,2017-02-09,train
Yum! Brands Inc_20170803,YUM,2017-08-03,embargo
eBay Inc._20170125,EBAY,2017-01-25,train
eBay Inc._20170419,EBAY,2017-04-19,train
eBay Inc._20170720,EBAY,2017-07-20,embargo
