call_id,ticker,as_of,split
Verisign Inc._20170427,VRSN,2017-04-27,excluded
Verisign Inc._20170727,VRSN,2017-07-27,excluded
Verisign Inc._20171026,VRSN,2017-10-26,test
Verizon Communications_20170124,VZ,2017-01-24,train
Verizon Communications_20170420,VZ,2017-04-20,train
Verizon Communications_20170727,VZ,2017-07-27,excluded
Verizon Communications_20171019,VZ,2017-10-19,excluded
Vulcan Materials_20170802,VMC,2017-08-02,excluded
Walgreens Boots Alliance_20170405,WBA,2017-04-05,train
Walgreens Boots Alliance_20170629,WBA,2017-06-29,excluded
Walgreens Boots Alliance_20171025,WBA,2017-10-25,excluded
Walmart_20171116,WMT,2017-11-16,test
Waste Management Inc._20170216,WM,2017-02-16,train
Waste Management Inc._20170726,WM,2017-07-26,excluded
Waste Management Inc._20171026,WM,2017-10-26,excluded
Wec Energy Group Inc_20170201,WEC,2017-02-01,train
Wec Energy Group Inc_20170502,WEC,2017-05-02,train
Wec Energy Group Inc_20171026,WEC,2017-10-26,excluded
Welltower Inc._20170505,WELL,2017-05-05,train
WestRock_20170124,WRK,2017-01-24,train
WestRock_20170426,WRK,2017-04-26,train
WestRock_20171102,WRK,2017-11-02,excluded
Western Digital_20171026,WDC,2017-10-26,excluded
Western Union Co_20170502,WU,2017-05-02,train
Western Union Co_20171102,WU,2017-11-02,excluded
Weyerhaeuser_20170203,WY,2017-02-03,train
Weyerhaeuser_20170428,WY,2017-04-28,train
XL Group_20171024,XL,2017-10-24,excluded
Xcel Energy Inc_20170202,XEL,2017-02-02,excluded
Xcel Energy Inc_20170727,XEL,2017-07-27,excluded
Xerox_20170425,XRX,2017-04-25,train
Xerox_20170801,XRX,2017-08-01,excluded
Xilinx_20170426,XLNX,2017-04-26,train
Yum! Brands Inc_20170209,YUM,2017-02-09,train
Yum! Brands Inc_20170803,YUM,2017-08-03,excluded
eBay Inc._20170125,EBAY,2017-01-25,train
eBay Inc._20170419,EBAY,2017-04-19,train
eBay Inc._20170720,EBAY,2017-07-20,excluded
