call_id,year,ticker,cik,company,score,runner_up,runner_up_score,date,date_source,call_type,flags
1776998,2019,NDAQ,1120193,,15,III,3,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777047,2019,TMO,97745,,14,CODX,3,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777051,2019,VFC,103379,,12,KTB,3,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777126,2019,,,,3,XYZ,2,2019-07-24,pdf_page1,earnings,unresolved:ambiguous
1777150,2019,IQV,1478242,,15,SNIRF,3,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777155,2019,NSC,702165,,19,,0,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777317,2019,NTRS,73124,The Northern Trust Company,26,,0,2019-07-24,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1777409,2019,BA,12927,,19,APA,2,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1777442,2019,CAT,18230,Caterpillar Inc.,17,RTNTF,2,2019-07-24,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1777473,2019,GWW,277135,,13,,0,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777483,2019,TER,97210,,9,UVV,2,2019-07-24,pdf_page1,earnings,match:greeting0
1777529,2019,NOC,1133421,,18,LMT,3,2019-07-24,pdf_page1,earnings,match:greeting0;match:greeting6
1777905,2019,PYPL,1633917,,15,MELI,3,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1777923,2019,NOW,1373715,,15,MSFT,3,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting1;date_from_creation_stamp
1777946,2019,ALGN,1097149,,14,SNIRF,2,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1778481,2019,ROP,882835,,14,GNTX,3,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1778491,2019,LKQ,1065696,,12,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778506,2019,FTI,1681459,,15,SHEL,3,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778530,2019,DOW,1751788,,12,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778539,2019,ROK,1024478,,14,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778545,2019,CMCSA,1166691,,15,NFLX,3,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778566,2019,BAX,10456,,20,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1778609,2019,AMP,820027,,13,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778621,2019,CMS,811156,,9,ENGS,2,2019-07-25,pdf_page1,earnings,match:greeting0
1778635,2019,AEP,4904,,15,SRE,3,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778652,2019,WST,105770,,19,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1778667,2019,,,,0,,0,2019-07-25,pdf_page1,earnings,unresolved:no_candidates
1778695,2019,BWA,908255,,9,,0,2019-07-25,pdf_page1,earnings,match:greeting0
1778699,2019,MMM,66740,,12,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778741,2019,APD,2969,,12,FPH,2,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778802,2019,KIM,879101,,12,TGT,3,2019-07-25,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1778817,2019,RCL,884887,,16,PERF,3,2019-07-24,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1778827,2019,IP,51434,,27,GPK,1,2019-07-25,pdf_page1,earnings,match:greeting1;match:greeting6
1778920,2019,EQT,33213,,12,,0,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778976,2019,IVZ,914208,,15,OPY,3,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1778978,2019,BC,14930,Cubicle Ninjas,15,FRHC,3,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1779319,2019,ESS,920522,,14,OBT,3,2019-07-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1779644,2019,VRSN,1014473,Adobe,15,ADBE,2,2019-07-25,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1779713,2019,EIX,827052,,10,,0,2019-07-25,pdf_page1,earnings,match:greeting0
1779791,2019,RMD,943819,,9,,0,2019-07-25,pdf_page1,earnings,match:greeting1
1779814,2019,MGM,789570,,14,,0,2019-07-25,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1779824,2019,AMZN,1018724,,7,,0,2019-07-25,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1779867,2019,MAT,63276,,15,UVV,3,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6
1780544,2019,EMN,915389,,14,,0,2019-07-26,pdf_page1,earnings,match:greeting0;match:greeting6
1780737,2019,GT,42582,,6,GM,1,2019-07-25,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1780823,2019,PFG,1126328,,14,WFC,21,2019-07-25,pdf_page1,earnings,match:greeting0;match:greeting6;greeting_dominant
1780827,2019,WY,106535,,9,,0,2019-07-26,pdf_page1,earnings,match:greeting0
1780837,2019,ITW,49826,,12,,0,2019-07-26,pdf_page1,earnings,match:greeting0;match:greeting6
1780989,2019,IEX,832101,,12,,0,2019-07-26,pdf_page1,earnings,match:greeting0;match:greeting6
1781072,2019,PSX,1534701,,18,GLDI,1,2019-07-26,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1782089,2019,PH,76334,,8,BA,3,2019-08-01,pdf_page1,earnings,match:greeting6
1782104,2019,AMG,1004434,,16,,0,2019-07-28,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1782261,2019,PFE,78003,,15,SNIRF,2,2019-07-29,pdf_page1,earnings,match:greeting0;match:greeting6
1782535,2019,SBAC,1034054,,6,METRY,3,2019-07-29,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1783038,2019,INCY,879169,,15,NVS,3,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting6
1783047,2019,MRK,310158,,15,AZN,2,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1783057,2019,XRX,1770450,,15,AXP,3,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting6
1783073,2019,LEG,58492,,16,,0,2019-07-29,pdf_page1,earnings,match:greeting0;match:greeting6
1783114,2019,MRSH,62709,Marsh & McLennan Companies,20,,0,2019-08-12,pdf_created,earnings,match:pdf_company;match:greeting6;date_from_creation_stamp
1783124,2019,GLW,24741,,15,MSTR,3,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting6
1783129,2019,IT,749251,,15,COHN,2,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting6
1783139,2019,ZBRA,877212,,13,MSFT,3,2019-07-30,pdf_page1,earnings,match:greeting1;match:greeting6
1783216,2019,PG,80424,,10,,0,2019-07-30,pdf_page1,earnings,match:greeting6
1783242,2019,MA,1141391,,9,TRCK,3,2019-07-30,pdf_page1,earnings,match:greeting0
1783251,2019,MO,764180,,15,CRON,3,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1783320,2019,HCA,860730,,15,,0,2019-09-19,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1783374,2019,LLY,59478,,11,PFE,2,2019-07-29,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1783384,2019,CMI,26172,,21,,0,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1783418,2019,IR,1699150,,15,,0,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1783486,2019,DHI,882184,,20,FOR,3,2019-07-29,pdf_created,earnings,match:greeting3;date_from_creation_stamp
1783545,2019,NOV,1021860,,14,WMB,2,2019-08-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1783571,2019,MLM,916076,,16,RMGL,1,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1783619,2019,PEG,788784,,7,,0,,,earnings,match:greeting0;no_date
1783657,2019,COP,1163165,,15,MOMO,2,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1784188,2019,EA,712515,,9,SPED,2,2019-07-30,pdf_page1,meeting,match:greeting0
1784219,2019,MDLZ,1103982,,17,PERF,2,2019-07-30,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1784253,2019,DLR,1297996,,12,,0,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1784267,2019,,,,3,AMGN,2,2019-07-31,pdf_created,earnings,unresolved:ambiguous;date_from_creation_stamp
1784730,2019,BG,1996862,,12,BYND,3,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1784810,2019,SO,92122,Information Technology,12,GPJA,14,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6;greeting_dominant
1784833,2019,CHRW,1043277,,12,GS,2,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1784846,2019,CDW,1402057,,12,MSFT,2,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1784863,2019,AMT,1053507,,29,ETN,3,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1784885,2019,LHX,202058,,15,LMT,1,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1785035,2019,ALL,899051,Allstate Insurance Co.,15,,0,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1785057,2019,GE,40545,,13,BKR,4,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1785094,2019,D,715957,,23,,0,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting2;match:greeting6
1785149,2019,FMC,37785,,10,,0,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting3
1785194,2019,BXP,1037540,,25,GM,3,2019-08-06,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1785213,2019,ETR,65984,,9,ENJ,1,2019-07-30,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1785371,2019,MCO,1059556,Moody's Corporation,11,WFC,1,2019-07-31,pdf_page1,earnings,match:pdf_company;match:greeting0
1786065,2019,FICO,814547,FICO,15,EFX,3,2019-07-31,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1786109,2019,,,,3,CRSP,3,2019-07-31,pdf_page1,earnings,unresolved:ambiguous
1786138,2019,LRCX,707549,,14,,0,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1786144,2019,TRMB,864749,,9,,0,2019-07-31,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1786145,2019,CTSH,1058290,,17,,0,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1786185,2019,QCOM,804328,,15,AAPL,3,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1786199,2019,WDC,106040,,25,,0,,,earnings,match:greeting0;match:greeting6;no_date
1786211,2019,DXCM,1093557,,15,,0,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1786224,2019,EQIX,1101239,,15,PANW,1,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1786864,2019,ICE,1571949,,13,BKKT,2,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1786865,2019,TFX,96943,,15,,0,2019-07-30,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1786884,2019,IRM,1020569,,19,GD,1,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1786908,2019,VZ,732712,,12,BRC,3,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1786911,2019,BR,1383312,,12,,0,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1786936,2019,SPGI,64040,,16,,0,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1786945,2019,AWK,1410636,,12,WAT,3,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1786993,2019,CTVA,1755672,,19,MGN,3,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1787043,2019,ES,72741,,14,NSARO,3,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787045,2019,ADM,7084,,18,GRAN,2,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1787070,2019,HII,1501585,,20,XYZ,3,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1787090,2019,K,55067,,15,,0,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787201,2019,GM,1467858,,19,,0,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1787203,2019,OLN,74303,,12,,0,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787441,2019,MSCI,1408198,,12,MS,1,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787449,2019,APA,1841666,,9,XYZ,2,2019-07-31,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1787457,2019,PRU,1137774,,15,UVV,2,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787509,2019,XEL,72903,,16,,0,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787558,2019,OXY,797468,,13,PR,6,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting6
1787710,2019,AVB,915912,,15,,0,2019-07-31,pdf_page1,earnings,match:greeting0;match:greeting6
1787838,2019,CLX,21076,,13,,0,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting3;date_from_creation_stamp
1788294,2019,ANET,1596532,,10,MSFT,3,2019-07-31,pdf_created,earnings,match:greeting1;date_from_creation_stamp
1788295,2019,WU,1365135,,25,TD,1,2019-07-31,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1788361,2019,MSI,68505,,14,,0,2019-08-01,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1788368,2019,FTNT,1262039,,13,ZS,3,2019-08-01,pdf_page1,earnings,match:greeting0;match:greeting3
1788402,2019,MTD,1037646,,17,,0,2019-08-01,pdf_page1,earnings,match:greeting1;match:greeting3;match:greeting6
1788404,2019,FSLR,1274494,,6,MSFT,3,,,earnings,no_date
1788924,2019,MPC,1510295,Marathon Petroleum Corporation,17,,0,2019-08-01,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1789241,2019,X,1163302,,7,,0,,,earnings,match:greeting0;no_date
1789250,2019,CBOE,1374310,,15,MSTR,2,2019-08-02,pdf_page1,earnings,match:greeting0;match:greeting6
1789469,2019,SEE,1012100,,23,WFC,1,2019-08-02,pdf_page1,earnings,match:greeting0;match:greeting6
1789475,2019,XOM,34088,,16,,0,2019-08-02,pdf_page1,earnings,match:greeting0;match:greeting6
1789488,2019,XRAY,818479,,24,PPLI,2,2019-08-02,pdf_page1,earnings,match:greeting0;match:greeting6
1789594,2019,LYB,1489393,,6,BAK,3,2019-08-02,pdf_page1,earnings,match:greeting0
1789734,2019,CVX,93410,,19,,0,2019-08-02,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1791644,2019,TTWO,946581,,13,,0,2019-08-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1791704,2019,KLAC,319201,,6,,0,2019-08-05,pdf_page1,earnings,match:greeting0
1792322,2019,ANSS,1013462,,15,,0,2019-08-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1792353,2019,ZTS,1555280,,13,,0,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting3
1792358,2019,FIS,1136893,,12,MA,2,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting6
1792417,2019,AES,874761,,12,SLND,2,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting6
1792461,2019,BHF,1685040,,16,,0,2019-08-05,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1792562,2019,DUK,1326160,,20,ENGS,3,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting6;date_disagreement
1792631,2019,HSIC,1000228,,59,XRAY,2,2019-08-06,pdf_created,earnings,match:greeting0;match:greeting5;match:greeting6;date_from_creation_stamp
1792796,2019,TDG,1260221,,21,ETN,2,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting1;match:greeting6
1792825,2019,LPX,60519,,13,,0,2019-08-06,pdf_page1,earnings,match:greeting1;match:greeting6
1793250,2019,EMR,32604,,10,RKT,3,2019-08-06,pdf_page1,earnings,match:greeting0;match:greeting3
1794364,2019,AIZ,1267238,,15,METRY,2,2019-08-16,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1794435,2019,CVS,64803,,11,,0,2019-08-06,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1794912,2019,DVN,1090012,Devon Energy,15,,0,2019-08-06,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1796536,2019,EPAM,1352010,,13,,0,2019-08-07,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1796565,2019,TRIP,1526520,,15,,0,2019-08-07,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1796586,2019,AIG,5272,,12,,0,2019-08-08,pdf_page1,earnings,match:greeting0;match:greeting6
1796620,2019,CAH,721371,,23,CVS,4,2019-08-07,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1796865,2019,MUR,717423,,13,,0,2019-08-08,pdf_page1,earnings,match:greeting0;match:greeting6
1796908,2019,NCLH,1513761,,17,ECR,3,2019-08-07,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1797022,2019,TRGP,1389170,,10,,0,2019-08-08,pdf_page1,earnings,match:greeting0
1797169,2019,PNW,764622,,8,METRY,3,2019-08-08,pdf_page1,earnings,match:greeting0
1797507,2019,PGR,80661,,9,WFC,1,2019-08-08,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1798126,2019,DXC,1688568,,18,MSFT,3,2019-08-08,pdf_page1,earnings,match:greeting0;match:greeting6
1804023,2019,M,794367,,15,DKS,1,2019-08-14,pdf_page1,earnings,match:greeting0;match:greeting6
1804707,2019,CSCO,858877,,12,,0,2019-08-14,pdf_page1,earnings,match:greeting0;match:greeting6
1805518,2019,TPR,1116132,,9,WB,2,2019-08-14,pdf_created,earnings,match:greeting6;date_from_creation_stamp
1808892,2019,LOW,60667,,15,,0,2019-08-20,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1809203,2019,JWN,72333,,19,,0,2019-08-21,pdf_created,earnings,match:greeting0;match:greeting3;match:greeting6;date_from_creation_stamp
1809206,2019,KEYS,1601046,,13,C,4,2019-08-21,pdf_created,earnings,match:greeting0;match:greeting2;match:greeting6;date_from_creation_stamp
1810115,2019,HPQ,47217,,16,HPE,1,2019-08-22,pdf_page1,earnings,match:greeting1;match:greeting3;match:greeting6
1810124,2019,CRM,1108524,Salesforce,17,XYZ,3,2019-08-21,pdf_created,earnings,match:pdf_company;match:greeting0;match:greeting6;date_from_creation_stamp
1811727,2019,SJM,91419,,14,JVA,3,2019-08-27,pdf_page1,earnings,match:greeting0;match:greeting6
1812022,2019,HPE,1645590,,19,INTJ,3,2019-08-27,pdf_created,earnings,match:greeting1;match:greeting3;match:greeting6;date_from_creation_stamp
1812026,2019,ADSK,769397,,9,TPC,3,2019-08-27,pdf_page1,earnings,match:greeting0
1812443,2019,COTY,1024305,,6,WFC,1,2019-08-28,pdf_page1,earnings,match:greeting0
1813754,2019,COO,711404,,15,ALC,3,2019-09-04,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1814083,2019,CPB,16732,,17,,0,2019-08-29,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1815711,2019,GIS,40704,,13,FGL,2,2019-07-09,pdf_page1,earnings,date_disagreement
1817002,2019,PANW,1327567,,24,ZS,3,2019-09-04,pdf_page1,earnings,match:greeting3
1817318,2019,CIEN,936395,,9,METRY,3,2019-07-31,pdf_page1,earnings,match:greeting0
1824675,2019,ADBE,796343,,9,RDDT,3,,,earnings,match:greeting0;no_date
1825469,2019,DRI,940944,,7,,0,2019-09-19,pdf_page1,earnings,match:greeting0
1825680,2019,CAG,23217,,6,WMT,3,2019-09-26,pdf_page1,earnings,
1827600,2019,JBL,898293,,15,JNJ,2,2019-09-24,pdf_page1,earnings,match:greeting0;match:greeting6
1827657,2019,AZO,866787,,15,,0,2019-09-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1828453,2019,KBH,795266,,7,SNIRF,3,2019-09-25,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1828794,2019,FDS,1013237,,12,,0,2019-09-26,pdf_page1,earnings,match:greeting0;match:greeting6
1830153,2019,PAYX,723531,,15,,0,2019-10-01,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1830464,2019,,,,3,ETR,0,2019-10-29,pdf_created,earnings,unresolved:body_only_tail;date_from_creation_stamp
1830517,2019,,,,3,VRTX,2,2019-11-06,pdf_page1,earnings,unresolved:ambiguous
1831476,2019,PG,80424,,10,SNIRF,3,2019-10-22,pdf_page1,meeting,
1832327,2019,FAST,815556,,15,,0,2019-10-11,pdf_page1,earnings,match:greeting0;match:greeting6
1832478,2019,,,,3,COP,3,2019-10-29,pdf_created,ma,unresolved:ambiguous;date_from_creation_stamp
1832789,2019,OMC,29989,,15,SDM,5,2019-10-15,pdf_page1,earnings,match:greeting0;match:greeting6
1832800,2019,JPM,19617,,14,MGHL,2,2019-10-15,pdf_page1,earnings,match:greeting0;match:greeting6
1832868,2019,C,831001,Citigroup,11,BCS,2,2019-10-15,pdf_page1,earnings,match:pdf_company;match:greeting0
1832894,2019,GS,886982,,22,AAPL,3,2019-10-15,pdf_page1,earnings,match:greeting0;match:greeting3
1833005,2019,JBHT,728535,,19,HIHO,3,2019-10-15,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1833159,2019,CMA,28412,"Comerica, Inc.",17,,0,2019-10-15,pdf_created,earnings,match:pdf_company;match:greeting0;match:greeting6;date_from_creation_stamp
1833213,2019,FHN,36966,,14,WFC,1,2019-10-16,pdf_page1,earnings,match:greeting0;match:greeting6
1833216,2019,BAC,70858,Bank of America,2,,0,2019-10-16,pdf_page1,earnings,match:pdf_company
1833249,2019,PNC,713676,PNC Bank,12,WMB,3,2019-10-16,pdf_page1,earnings,match:greeting0;match:greeting2
1833414,2019,IBM,51143,,4,CRM,2,,,earnings,match:greeting3;no_date
1833420,2019,AA,1675149,,9,RTNTF,1,2019-10-16,pdf_page1,earnings,match:greeting0
1833434,2019,CSX,277948,,12,SNIRF,3,2019-10-16,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1833727,2019,HON,773840,,6,SNIRF,3,2019-10-16,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1833773,2019,PM,1413329,,15,MO,3,2019-10-17,pdf_page1,earnings,match:greeting0;match:greeting6
1833834,2019,DOV,29905,,15,,0,2019-10-17,pdf_page1,earnings,match:greeting0;match:greeting6
1833877,2019,CCI,1051470,,21,,0,2019-10-17,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1833891,2019,URI,1067701,,10,,0,2019-10-16,pdf_created,earnings,match:greeting6;date_from_creation_stamp
1833988,2019,UNP,100885,,29,GM,1,2019-10-17,pdf_page1,earnings,match:greeting0;match:greeting6
1834035,2019,PPG,79879,,13,VNCE,3,2019-10-17,pdf_page1,earnings,match:greeting0;match:greeting6
1834127,2019,ISRG,1035267,,7,,0,2019-08-07,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1834192,2019,STLD,1022671,,23,SNIRF,3,2019-10-16,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1834758,2019,,,,2,TMO,2,2019-10-23,pdf_page1,unknown,unresolved:ambiguous
1835298,2019,ZION,109380,,6,,0,2019-10-21,pdf_page1,earnings,match:greeting0
1835563,2019,HAS,46080,,15,AREN,3,2019-10-22,pdf_page1,earnings,match:greeting0;match:greeting6
1835597,2019,BIIB,875045,,15,ALKS,2,2019-10-22,pdf_page1,earnings,match:greeting0;match:greeting6
1835602,2019,IPG,51644,eSlide,12,BBY,1,2019-10-22,pdf_page1,earnings,match:greeting0;match:greeting6
1835622,2019,SNV,18349,,15,,0,2019-10-22,pdf_page1,earnings,match:greeting0;match:greeting6
1835685,2019,PHM,822416,,21,,0,2019-10-21,pdf_created,earnings,match:greeting0;match:greeting1;match:greeting6;date_from_creation_stamp
1835804,2019,FITB,35527,Fifth Third Bank,15,WFC,1,2019-10-22,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1835862,2019,LMT,936468,,15,SNTL,3,2019-10-22,pdf_page1,earnings,match:greeting0;match:greeting6
1835912,2019,PCAR,75362,PACCAR Inc.,17,CVGI,1,2019-10-22,pdf_created,earnings,match:pdf_company;match:greeting0;match:greeting6;date_from_creation_stamp
1836608,2019,WHR,106640,,9,DHI,4,2019-10-23,pdf_page1,earnings,match:greeting0
1836646,2019,BSX,885725,,18,SNTL,3,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1836653,2019,NDAQ,1120193,,15,III,2,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1836751,2019,GD,40533,General Dynamics Corporate,14,XYZ,3,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1836852,2019,NSC,702165,,19,GM,1,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1836859,2019,LLY,59478,,17,BIIB,3,2019-10-23,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1836939,2019,CAT,18230,Caterpillar Inc.,17,,0,2019-10-23,pdf_page1,earnings,match:pdf_company;match:greeting0;match:greeting6
1836986,2019,BA,12927,,19,,0,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting3;match:greeting6
1836999,2019,IVZ,914208,,15,OPY,3,2019-11-04,pdf_page1,earnings,match:greeting0;match:greeting6
1837020,2019,GWW,277135,,13,,0,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1837172,2019,AVY,8818,,18,INTJ,2,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting5;match:greeting6
1837402,2019,LVS,1300514,,10,,0,2019-10-23,pdf_page1,earnings,match:greeting0
1837455,2019,EBAY,1065088,,12,STUB,3,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1837462,2019,ALGN,1097149,,9,ZBH,4,2019-10-23,pdf_created,earnings,match:greeting0;date_from_creation_stamp
1837465,2019,NOW,1373715,,15,,0,2019-10-23,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1837474,2019,LRCX,707549,,14,,0,2019-10-23,pdf_page1,earnings,match:greeting0;match:greeting6
1837485,2019,F,37996,Ford Motor Company,6,HCKT,3,2019-10-23,pdf_page1,earnings,match:pdf_company
1837490,2019,MSFT,789019,,15,ORCL,3,2019-10-24,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1837494,2019,PYPL,1633917,,15,MELI,3,2019-10-23,pdf_created,earnings,match:greeting0;match:greeting6;date_from_creation_stamp
1837938,2019,,,,3,ROP,3,2019-10-23,pdf_created,earnings,unresolved:ambiguous;date_from_creation_stamp
1837951,2019,FTI,1681459,,15,CVX,3,2019-10-24,pdf_page1,earnings,match:greeting0;match:greeting6
