dataset,convention,split,target,horizon,model,segment,n,mse,mae,r2_oos,spearman_q,gbdt_mse_std,dm_p_vs_persistence
fincall,trading,ticker_disjoint,v,15,gbdt_tickerFE,test,484,0.1970498578441185,0.34127937567192185,0.07777610613637576,0.49036161802259526,0.0010581622646387429,0.1371277214683724
fincall,trading,ticker_disjoint,v,15,gbdt_tickerFE,val,239,0.21788026748736455,0.3526464976969567,0.25190235900536667,0.41827846193979623,0.0032622474422935063,0.00027682403367424943
fincall,trading,ticker_disjoint,v,15,har,test,484,0.1685558649190051,0.3159156552002981,0.21113241196994004,0.5953927923851016,,2.4770321586788383e-05
fincall,trading,ticker_disjoint,v,15,har,val,239,0.1939517734805544,0.3298306091003154,0.33406147385080365,0.4626785010274271,,8.199261590586892e-09
fincall,trading,ticker_disjoint,v,15,persistence,test,484,0.2136681332540465,0.35613154269225394,0.0,0.5125769722179956,,
fincall,trading,ticker_disjoint,v,15,persistence,val,239,0.29124576198059093,0.4123167668094299,0.0,0.40655945639050833,,
fincall,trading,ticker_disjoint,v,30,ewma,test,484,0.2224421156573535,0.34673820818091894,0.04597480417008093,0.6292557341476918,,0.11781020251394077
fincall,trading,ticker_disjoint,v,30,ewma,val,239,0.29974487583622433,0.3998184120865858,0.08995305142138021,0.5003400560038825,,0.0058105769372417005
fincall,trading,ticker_disjoint,v,30,garch,test,484,0.18442059260954136,0.3098550907087821,0.2090441530847258,0.6456067734398115,,0.001745055481514491
fincall,trading,ticker_disjoint,v,30,garch,val,238,0.23964248523733175,0.3496055168128973,0.27535451964742796,0.5403478696942886,,2.0323203621037754e-05
fincall,trading,ticker_disjoint,v,30,gbdt_tickerFE,test,484,0.20604047726146324,0.33539918110853645,0.11631929013367441,0.43417601969117986,0.0012763985417447669,0.04551374153337658
fincall,trading,ticker_disjoint,v,30,gbdt_tickerFE,val,239,0.2202079209979712,0.34234301388603167,0.3314329527803488,0.410802954573011,0.0031498805581139542,6.79484188880695e-05
fincall,trading,ticker_disjoint,v,30,har,test,484,0.17982822857969927,0.3127450296232181,0.2287402029084974,0.6076969372063675,,2.1614729917717808e-06
fincall,trading,ticker_disjoint,v,30,har,val,239,0.22077882556621922,0.3315604385863965,0.3296996455509449,0.505060483294444,,1.5029924315436157e-08
fincall,trading,ticker_disjoint,v,30,persistence,test,484,0.23316167815028008,0.3469835711429589,0.0,0.6441023097762109,,
fincall,trading,ticker_disjoint,v,30,persistence,val,239,0.3293729804867634,0.40347003357142996,0.0,0.46313872523194455,,
fincall,calendar,combined,dv,3,ewma,test,53,1.057475066660856,0.7501077711791183,0.519629557833569,0.6559404024767802,,0.04166213281415077
fincall,calendar,combined,dv,3,ewma,val,9,1.0218127460455415,0.9268881232817168,0.5729710675673456,0.8095238095238096,,0.0904863844045569
fincall,calendar,combined,dv,3,garch,test,53,1.0790162249247726,0.7392260747009075,0.5098442342394258,0.7050691568493426,,0.04916399825447624
fincall,calendar,combined,dv,3,garch,val,9,1.1248180895892808,0.9465611746606881,0.5299237851190004,0.880952380952381,,0.11007156129931686
fincall,calendar,combined,dv,3,gbdt_tickerFE,test,53,1.6211196090895144,0.9917343251255041,0.26358741877291775,0.35924520525913717,0.0328294473010433,0.30201010500032316
fincall,calendar,combined,dv,3,gbdt_tickerFE,val,9,0.7868647788215348,0.7759595581166654,0.6711589009146686,0.9095238095238095,0.09474220616762297,0.0846578948957039
fincall,calendar,combined,dv,3,har,test,53,1.0184513489465679,0.7790502477230278,0.5373565389458362,0.5868476337903583,,0.037357587315340376
fincall,calendar,combined,dv,3,har,val,9,0.8114066164267896,0.7528789638523458,0.6609025454786399,0.9047619047619048,,0.07430122371088137
fincall,calendar,combined,dv,3,persistence,test,53,2.2013741351189946,1.15829854001051,0.0,,,
fincall,calendar,combined,dv,3,persistence,val,9,2.3928419562219925,1.3122646485799703,0.0,,,
fincall,calendar,combined,dv,7,ewma,test,92,0.4001541196679423,0.5184499961804986,0.2241829750186658,0.5041048361268282,,0.00843497856672517
fincall,calendar,combined,dv,7,ewma,val,21,0.3174586483641941,0.45619683844868614,0.6269590094920187,0.6015037593984961,,0.07700769130111401
fincall,calendar,combined,dv,7,garch,test,92,0.4371498067294294,0.517982297329515,0.15245590171750656,0.5448294925955863,,0.1980233955286245
fincall,calendar,combined,dv,7,garch,val,21,0.31472210429948294,0.4534747714465528,0.6301746821905851,0.6120300751879698,,0.06996032827208111
fincall,calendar,combined,dv,7,gbdt_tickerFE,test,92,0.49626863699139917,0.5501275495724285,0.037836576912658515,0.3675553488182932,0.005522503833231497,0.7242622491894883
fincall,calendar,combined,dv,7,gbdt_tickerFE,val,21,0.5075219382199713,0.5463780100248264,0.403618431837743,0.6778947368421052,0.013424317410217457,0.24129892473687484
fincall,calendar,combined,dv,7,har,test,92,0.38764241838861124,0.5059138913576888,0.24844060573365312,0.5110231206820297,,0.01333392487826111
fincall,calendar,combined,dv,7,har,val,21,0.37492979391315306,0.47332968877865367,0.5594255112815156,0.669172932330827,,0.07869236973128363
fincall,calendar,combined,dv,7,persistence,test,92,0.51578414340362,0.5911599680325254,0.0,,,
fincall,calendar,combined,dv,7,persistence,val,21,0.85100205189757,0.6753632473193412,0.0,,,
fincall,calendar,combined,dv,15,ewma,test,92,0.17925910839527967,0.3392853681339344,0.18202572451731125,0.4602240896358544,,0.07775158781014059
fincall,calendar,combined,dv,15,ewma,val,21,0.15942053103306103,0.30368872675776387,0.6487166055478029,0.8120300751879698,,0.02367528979154444
fincall,calendar,combined,dv,15,garch,test,92,0.2112212571243686,0.35877804421614995,0.03617977178671694,0.5744043170807343,,0.8538164414135554
fincall,calendar,combined,dv,15,garch,val,21,0.13081597561484787,0.2956724566914547,0.7117467890441938,0.7007518796992479,,0.021227186828496458
fincall,calendar,combined,dv,15,gbdt_tickerFE,test,92,0.2570377279296649,0.4019790383123173,-0.17288460908422384,0.35036114627339143,0.005149744397430088,0.29092371757311464
fincall,calendar,combined,dv,15,gbdt_tickerFE,val,21,0.34375768087000946,0.4127542081114351,0.24252940181218405,0.5512781954887218,0.01463812888554515,0.17148690347836876
fincall,calendar,combined,dv,15,har,test,92,0.17485158300906645,0.33385828867457107,0.20213763077821645,0.4659302922620954,,0.10144262872040818
fincall,calendar,combined,dv,15,har,val,21,0.19547426403787382,0.33480946104753223,0.5692721473557942,0.7563909774436091,,0.02069595264617096
fincall,calendar,combined,dv,15,persistence,test,92,0.2191500561426561,0.3736973434579576,0.0,,,
fincall,calendar,combined,dv,15,persistence,val,21,0.4538231341155954,0.5126481470100747,0.0,,,
fincall,calendar,combined,dv,30,ewma,test,92,0.145904016081777,0.2943731672275214,0.02573849990273558,0.45094213729048793,,0.7938364938172866
fincall,calendar,combined,dv,30,ewma,val,21,0.08651482329528919,0.2303223080966499,0.5128352486896313,0.6721804511278194,,0.007679257318483189
fincall,calendar,combined,dv,30,garch,test,92,0.18576737059238993,0.3274277572686229,-0.24044561625381422,0.5365414042204903,,0.36055827292699927
fincall,calendar,combined,dv,30,garch,val,21,0.09777790804143852,0.24719123849431546,0.4494128469514054,0.5203007518796992,,0.20419793412055173
fincall,calendar,combined,dv,30,gbdt_tickerFE,test,92,0.2354288312500791,0.41140848995032525,-0.5720557422579088,0.21606114678176175,0.006237168664317464,0.003852014652277104
fincall,calendar,combined,dv,30,gbdt_tickerFE,val,21,0.17794947387088197,0.31011841031820575,-0.002033037601309751,0.19097744360902252,0.009036816493423697,0.9790926724941822
fincall,calendar,combined,dv,30,har,test,92,0.15041719330584935,0.31573834767494785,-0.0043978522732393,0.33173819437030716,,0.9703749718733066
fincall,calendar,combined,dv,30,har,val,21,0.10925175959454628,0.2602463757541812,0.3848036178559079,0.34736842105263155,,0.12568883528654468
fincall,calendar,combined,dv,30,persistence,test,92,0.149758577206644,0.31425685208146636,0.0,,,
fincall,calendar,combined,dv,30,persistence,val,21,0.1775884299153066,0.32157024276205337,0.0,,,
fincall,calendar,combined,har_resid,3,ewma,test,53,1.057475066660856,0.7501077711791183,-0.038316722497006905,0.12808039483736078,,0.7698747609424124
fincall,calendar,combined,har_resid,3,ewma,val,9,1.0218127460455415,0.9268881232817168,-0.2593103449726877,-0.4285714285714286,,0.5270952730592212
fincall,calendar,combined,har_resid,3,garch,test,53,1.0790162249247726,0.7392260747009075,-0.05946761820370683,0.37495803345261547,,0.7224372239206136
fincall,calendar,combined,har_resid,3,garch,val,9,1.1248180895892808,0.9465611746606881,-0.3862569848674253,-0.523809523809524,,0.5105519737105081
fincall,calendar,combined,har_resid,3,gbdt_tickerFE,test,53,1.4688644463637412,0.9485965478843067,-0.44225293420550404,-0.040394234248723404,0.04686076715577449,0.014713629470023365
fincall,calendar,combined,har_resid,3,gbdt_tickerFE,val,9,0.7336969925640343,0.7544415110210914,0.09577149395819196,0.39047619047619053,0.047814040716943854,0.5999362867746376
fincall,calendar,combined,har_resid,3,har,test,53,1.0184513489465679,0.7790502477230278,0.0,,,
fincall,calendar,combined,har_resid,3,har,val,9,0.8114066164267896,0.7528789638523458,0.0,,,
fincall,calendar,combined,har_resid,3,persistence,test,53,1.0184513489465679,0.7790502477230278,0.0,,,
fincall,calendar,combined,har_resid,3,persistence,val,9,0.8114066164267896,0.7528789638523458,0.0,,,
fincall,calendar,combined,har_resid,7,ewma,test,92,0.4001541196679423,0.5184499961804986,-0.032276398778391835,0.18264283934989606,,0.6396142320033307
fincall,calendar,combined,har_resid,7,ewma,val,21,0.3174586483641941,0.45619683844868614,0.1532850855866401,0.16541353383458643,,0.32368994799791345
fincall,calendar,combined,har_resid,7,garch,test,92,0.4371498067294294,0.517982297329515,-0.1277140632509084,0.29063810642224225,,0.334886338845728
fincall,calendar,combined,har_resid,7,garch,val,21,0.31472210429948294,0.4534747714465528,0.160583902882939,0.17744360902255638,,0.3513629196323419
fincall,calendar,combined,har_resid,7,gbdt_tickerFE,test,92,0.4723084118495887,0.5397489860797546,-0.21841261287380545,0.028693183262415684,0.012132192544822128,0.031392387102273864
fincall,calendar,combined,har_resid,7,gbdt_tickerFE,val,21,0.5285746770962721,0.5637635053066681,-0.4097964090277356,-0.07909774436090225,0.015626495329982153,0.08660506471083536
fincall,calendar,combined,har_resid,7,har,test,92,0.38764241838861124,0.5059138913576888,0.0,,,
fincall,calendar,combined,har_resid,7,har,val,21,0.37492979391315306,0.47332968877865367,0.0,,,
fincall,calendar,combined,har_resid,7,persistence,test,92,0.38764241838861124,0.5059138913576888,0.0,,,
fincall,calendar,combined,har_resid,7,persistence,val,21,0.37492979391315306,0.47332968877865367,0.0,,,
fincall,calendar,combined,har_resid,15,ewma,test,92,0.17925910839527967,0.3392853681339344,-0.025207237534616178,0.26243855073789957,,0.8409057627566756
fincall,calendar,combined,har_resid,15,ewma,val,21,0.15942053103306103,0.30368872675776387,0.18444235194985703,0.45714285714285713,,0.37523978066781954
fincall,calendar,combined,har_resid,15,garch,test,92,0.2112212571243686,0.35877804421614995,-0.2080031160679643,0.4053727116981094,,0.34005948272380326
fincall,calendar,combined,har_resid,15,garch,val,21,0.13081597561484787,0.2956724566914547,0.33077647710441405,0.31879699248120297,,0.14722898520325398
fincall,calendar,combined,har_resid,15,gbdt_tickerFE,test,92,0.2591193278026168,0.4046721465255324,-0.4819387010592913,0.02122499453501909,0.004248700899714873,0.0008618526725479519
fincall,calendar,combined,har_resid,15,gbdt_tickerFE,val,21,0.3241566643063118,0.3989115368406221,-0.6583086571616678,-0.01473684210526316,0.009108900841482985,0.18101798837941013
fincall,calendar,combined,har_resid,15,har,test,92,0.17485158300906645,0.33385828867457107,0.0,,,
fincall,calendar,combined,har_resid,15,har,val,21,0.19547426403787382,0.33480946104753223,0.0,,,
fincall,calendar,combined,har_resid,15,persistence,test,92,0.17485158300906645,0.33385828867457107,0.0,,,
fincall,calendar,combined,har_resid,15,persistence,val,21,0.19547426403787382,0.33480946104753223,0.0,,,
fincall,calendar,combined,har_resid,30,ewma,test,92,0.145904016081777,0.2943731672275214,0.030004397269237204,0.36699469261388773,,0.8359496912070927
fincall,calendar,combined,har_resid,30,ewma,val,21,0.08651482329528919,0.2303223080966499,0.20811505813396602,0.35639097744360904,,0.4948208435001215
fincall,calendar,combined,har_resid,30,garch,test,92,0.18576737059238993,0.3274277572686229,-0.23501420621950886,0.5507456521628615,,0.3261509420222777
fincall,calendar,combined,har_resid,30,garch,val,21,0.09777790804143852,0.24719123849431546,0.10502212134330258,0.3969924812030075,,0.7979162042993894
fincall,calendar,combined,har_resid,30,gbdt_tickerFE,test,92,0.23429123288010562,0.40956303278360134,-0.5576093911266635,-0.09568701164676398,0.0034684163959353355,0.00018532170566507356
fincall,calendar,combined,har_resid,30,gbdt_tickerFE,val,21,0.17754588585583914,0.3179690142127872,-0.6251077924487911,-0.03338345864661654,0.006349786099066025,0.1490305038901726
fincall,calendar,combined,har_resid,30,har,test,92,0.15041719330584935,0.31573834767494785,0.0,,,
fincall,calendar,combined,har_resid,30,har,val,21,0.10925175959454628,0.2602463757541812,0.0,,,
fincall,calendar,combined,har_resid,30,persistence,test,92,0.15041719330584935,0.31573834767494785,0.0,,,
fincall,calendar,combined,har_resid,30,persistence,val,21,0.10925175959454628,0.2602463757541812,0.0,,,
fincall,calendar,combined,v,3,ewma,test,53,1.057475066660856,0.7501077711791183,0.519629557833569,0.22358168147641833,,0.04166213281415077
fincall,calendar,combined,v,3,ewma,val,9,1.0218127460455415,0.9268881232817168,0.5729710675673456,-0.4761904761904762,,0.0904863844045569
fincall,calendar,combined,v,3,garch,test,53,1.0790162249247726,0.7392260747009075,0.5098442342394258,0.3519091009609586,,0.04916399825447624
fincall,calendar,combined,v,3,garch,val,9,1.1248180895892808,0.9465611746606881,0.5299237851190004,-0.5476190476190477,,0.11007156129931686
fincall,calendar,combined,v,3,gbdt_tickerFE,test,53,1.4583149124387649,0.9397809583365646,0.3375433602248915,-0.011899400908688821,0.026422103207046542,0.21193725079239376
fincall,calendar,combined,v,3,gbdt_tickerFE,val,9,0.731443156809305,0.7697558806532886,0.6943203227829701,0.3523809523809525,0.06524220533657696,0.0731893036151305
fincall,calendar,combined,v,3,har,test,53,1.0184513489465679,0.7790502477230278,0.5373565389458362,0.16852659724176752,,0.037357587315340376
fincall,calendar,combined,v,3,har,val,9,0.8114066164267896,0.7528789638523458,0.6609025454786399,0.2380952380952381,,0.07430122371088137
fincall,calendar,combined,v,3,persistence,test,53,2.2013741351189946,1.15829854001051,0.0,-0.02429888223231877,,
fincall,calendar,combined,v,3,persistence,val,9,2.3928419562219925,1.3122646485799703,0.0,0.023809523809523815,,
fincall,calendar,combined,v,7,ewma,test,92,0.4001541196679423,0.5184499961804986,0.2241829750186658,0.3636117423375884,,0.00843497856672517
fincall,calendar,combined,v,7,ewma,val,21,0.3174586483641941,0.45619683844868614,0.6269590094920187,0.12180451127819547,,0.07700769130111401
fincall,calendar,combined,v,7,garch,test,92,0.4371498067294294,0.517982297329515,0.15245590171750656,0.42960888529640534,,0.1980233955286245
fincall,calendar,combined,v,7,garch,val,21,0.31472210429948294,0.4534747714465528,0.6301746821905851,0.10375939849624059,,0.06996032827208111
fincall,calendar,combined,v,7,gbdt_tickerFE,test,92,0.48049229526656384,0.5406116042292556,0.06842367798313453,0.20246287625758114,0.008752511004782559,0.5410384144665784
fincall,calendar,combined,v,7,gbdt_tickerFE,val,21,0.5208929091003294,0.5554619407901148,0.38790640053236203,-0.07849624060150376,0.017912728449258505,0.2312343990411532
fincall,calendar,combined,v,7,har,test,92,0.38764241838861124,0.5059138913576888,0.24844060573365312,0.3631378141093098,,0.01333392487826111
fincall,calendar,combined,v,7,har,val,21,0.37492979391315306,0.47332968877865367,0.5594255112815156,0.20751879699248119,,0.07869236973128363
fincall,calendar,combined,v,7,persistence,test,92,0.51578414340362,0.5911599680325254,0.0,0.2568033928634975,,
fincall,calendar,combined,v,7,persistence,val,21,0.85100205189757,0.6753632473193412,0.0,0.04661654135338346,,
fincall,calendar,combined,v,15,ewma,test,92,0.17925910839527967,0.3392853681339344,0.18202572451731125,0.5318280488238853,,0.07775158781014059
fincall,calendar,combined,v,15,ewma,val,21,0.15942053103306103,0.30368872675776387,0.6487166055478029,0.3654135338345864,,0.02367528979154444
fincall,calendar,combined,v,15,garch,test,92,0.2112212571243686,0.35877804421614995,0.03617977178671694,0.5969427880044941,,0.8538164414135554
fincall,calendar,combined,v,15,garch,val,21,0.13081597561484787,0.2956724566914547,0.7117467890441938,0.3037593984962406,,0.021227186828496458
fincall,calendar,combined,v,15,gbdt_tickerFE,test,92,0.25600806680132415,0.40181081826736265,-0.16818617940337313,0.3056220165017005,0.008365016664684054,0.2613793725644956
fincall,calendar,combined,v,15,gbdt_tickerFE,val,21,0.3190730549530889,0.3947880805110161,0.29692201439908006,0.13413533834586466,0.011062068287785977,0.10548284835714057
fincall,calendar,combined,v,15,har,test,92,0.17485158300906645,0.33385828867457107,0.20213763077821645,0.5043261043074218,,0.10144262872040818
fincall,calendar,combined,v,15,har,val,21,0.19547426403787382,0.33480946104753223,0.5692721473557942,0.24661654135338343,,0.02069595264617096
fincall,calendar,combined,v,15,persistence,test,92,0.2191500561426561,0.3736973434579576,0.0,0.4522018789366927,,
fincall,calendar,combined,v,15,persistence,val,21,0.4538231341155954,0.5126481470100747,0.0,0.22556390977443608,,
fincall,calendar,combined,v,30,ewma,test,92,0.145904016081777,0.2943731672275214,0.02573849990273558,0.614913297442389,,0.7938364938172866
fincall,calendar,combined,v,30,ewma,val,21,0.08651482329528919,0.2303223080966499,0.5128352486896313,0.4661654135338345,,0.007679257318483189
fincall,calendar,combined,v,30,garch,test,92,0.18576737059238993,0.3274277572686229,-0.24044561625381422,0.7170117230195163,,0.36055827292699927
fincall,calendar,combined,v,30,garch,val,21,0.09777790804143852,0.24719123849431546,0.4494128469514054,0.3984962406015037,,0.20419793412055173
fincall,calendar,combined,v,30,gbdt_tickerFE,test,92,0.23342578026699995,0.40722459227459795,-0.558680541849085,0.2919869145480334,0.0070262340622126674,0.0059194986629253245
fincall,calendar,combined,v,30,gbdt_tickerFE,val,21,0.1710828773890891,0.31488317320469544,0.03663274983240785,0.1687218045112782,0.005458378166752148,0.885097522547483
fincall,calendar,combined,v,30,har,test,92,0.15041719330584935,0.31573834767494785,-0.0043978522732393,0.5949596353968085,,0.9703749718733066
fincall,calendar,combined,v,30,har,val,21,0.10925175959454628,0.2602463757541812,0.3848036178559079,0.37293233082706767,,0.12568883528654468
fincall,calendar,combined,v,30,persistence,test,92,0.149758577206644,0.31425685208146636,0.0,0.5504623628035606,,
fincall,calendar,combined,v,30,persistence,val,21,0.1775884299153066,0.32157024276205337,0.0,0.4090225563909774,,
fincall,calendar,temporal,dv,3,ewma,test,256,1.7380014436151892,0.9294964249598507,0.246789889919781,0.598515146496172,,0.0005872602360733225
fincall,calendar,temporal,dv,3,ewma,val,124,1.4858476478404212,0.7959746331450778,0.45959235939803544,0.6812494851475361,,0.0012410279171225838
fincall,calendar,temporal,dv,3,garch,test,255,1.934126346536607,0.979516644586886,0.16134098211316983,0.5992727408928555,,0.03066459577333778
fincall,calendar,temporal,dv,3,garch,val,124,1.5729062388527337,0.8245175486797145,0.4279288656128717,0.8077733111466245,,0.002906663313026862
fincall,calendar,temporal,dv,3,gbdt_tickerFE,test,256,1.7907738907040376,1.0270655991521764,0.2239195172701971,0.47259531961163476,0.023308179658614828,0.006199969488663595
fincall,calendar,temporal,dv,3,gbdt_tickerFE,val,124,1.4002892173795929,0.8396505627017179,0.49071023989281237,0.3612453663278251,0.02828777174237644,8.525758715980414e-05
fincall,calendar,temporal,dv,3,har,test,256,1.4312973166869913,0.8788674705573638,0.37970844994417297,0.5809955663313898,,4.2474057660327783e-07
fincall,calendar,temporal,dv,3,har,val,124,1.1964332013343153,0.7537849100788001,0.5648533384895376,0.722118885612139,,2.9109766833402555e-05
fincall,calendar,temporal,dv,3,persistence,test,256,2.307458994980945,1.1775462206855087,0.0,,,
fincall,calendar,temporal,dv,3,persistence,val,124,2.749494152572164,1.2291430385987212,0.0,,,
fincall,calendar,temporal,dv,7,ewma,test,481,0.35920585355524526,0.47867783046739504,0.3979592908471645,0.6939369004080956,,2.4900941787112177e-19
fincall,calendar,temporal,dv,7,ewma,val,228,0.2760392768218735,0.4015393626373644,0.4894684620144757,0.6144160790447363,,4.654783037400598e-08
fincall,calendar,temporal,dv,7,garch,test,479,0.4410861928658863,0.5267140619768882,0.25698532111010053,0.6843131912165109,,1.1466054199614914e-07
fincall,calendar,temporal,dv,7,garch,val,228,0.3255380934075604,0.428584060792197,0.3979209574314191,0.628039656434255,,1.974845926754479e-05
fincall,calendar,temporal,dv,7,gbdt_tickerFE,test,481,0.41356363423414344,0.5200098270229477,0.3068538801084584,0.6027754736081898,0.002676105919591745,1.0827570773035422e-07
fincall,calendar,temporal,dv,7,gbdt_tickerFE,val,228,0.37469891621269974,0.4859956155668774,0.3069985685442126,0.3271968749763198,0.0043372708229431,0.0016728686859136593
fincall,calendar,temporal,dv,7,har,test,481,0.3291208934828972,0.4605850256308305,0.4483826637335574,0.6728741974433228,,1.3869829125014535e-16
fincall,calendar,temporal,dv,7,har,val,228,0.27842634570917074,0.41032993856272415,0.4850536049537696,0.48022679579318733,,8.802478617367953e-08
fincall,calendar,temporal,dv,7,persistence,test,481,0.5966471172035916,0.614556345342324,0.0,,,
fincall,calendar,temporal,dv,7,persistence,val,228,0.5406899599407321,0.5578823755310174,0.0,,,
fincall,calendar,temporal,dv,15,ewma,test,481,0.21437614280417636,0.37056056215731936,0.2564320236926626,0.6166914939898789,,1.7982196113393745e-15
fincall,calendar,temporal,dv,15,ewma,val,228,0.12247908229250215,0.2684030757732605,0.44832021426631896,0.3435047031821225,,1.3331695438126555e-08
fincall,calendar,temporal,dv,15,garch,test,479,0.2745666344406487,0.4174815194043747,0.035653677896752556,0.5630737913956422,,0.5418606147147418
fincall,calendar,temporal,dv,15,garch,val,228,0.15591915556817307,0.2927342568808297,0.2976968415700485,0.4221576872739663,,0.004319284867410103
fincall,calendar,temporal,dv,15,gbdt_tickerFE,test,481,0.259275552454558,0.4105250981153382,0.10069751548469977,0.4806596049699836,0.0029928677194842913,0.07255097995692278
fincall,calendar,temporal,dv,15,gbdt_tickerFE,val,228,0.18806382217372747,0.33648908579832004,0.1529083401091874,0.2095661552750825,0.006711488606248735,0.07164243982408883
fincall,calendar,temporal,dv,15,har,test,481,0.1951209131934106,0.35929833329486294,0.323219176067583,0.5797092063224231,,7.571400764930697e-11
fincall,calendar,temporal,dv,15,har,val,228,0.13442503006529935,0.2772032247065263,0.39451234941031366,0.303737056475241,,2.4384256043316587e-06
fincall,calendar,temporal,dv,15,persistence,test,481,0.2883073903596525,0.4303864847104673,0.0,,,
fincall,calendar,temporal,dv,15,persistence,val,228,0.2220111837696151,0.362476867743521,0.0,,,
fincall,calendar,temporal,dv,30,ewma,test,481,0.15395619621294912,0.31383218044057354,-0.005770815233884674,0.23699748617420108,,0.8514538623534341
fincall,calendar,temporal,dv,30,ewma,val,228,0.07495022531300304,0.20746197286196522,0.2545777421389197,0.631593812539049,,0.000742881647357896
fincall,calendar,temporal,dv,30,garch,test,479,0.20164053799518164,0.36367065604671406,-0.3409389600583512,0.4484720104707327,,5.1167147257261425e-05
fincall,calendar,temporal,dv,30,garch,val,228,0.12243012122019882,0.26231917950541817,-0.21763659827628823,0.542447171066826,,0.20267717950060243
fincall,calendar,temporal,dv,30,gbdt_tickerFE,test,481,0.19155744325003388,0.35528801190255066,-0.2514136527198797,0.36439610629495867,0.0014647656319752267,0.0012895995731397993
fincall,calendar,temporal,dv,30,gbdt_tickerFE,val,228,0.1255905965152422,0.272377892177048,-0.2490693073909957,0.21359588981494454,0.0018759878616077198,0.12164288825857543
fincall,calendar,temporal,dv,30,har,test,481,0.1504863133084594,0.3190595189385273,0.016897365998571723,0.38440558948837367,,0.7470216314608188
fincall,calendar,temporal,dv,30,har,val,228,0.08580750240854285,0.22998241836272698,0.14659599861537365,0.28220378437932825,,0.14885825753277387
fincall,calendar,temporal,dv,30,persistence,test,481,0.1530728411294652,0.3164336346835724,0.0,,,
fincall,calendar,temporal,dv,30,persistence,val,228,0.10054734014525635,0.24651884311389025,0.0,,,
fincall,calendar,temporal,har_resid,3,ewma,test,256,1.7380014436151892,0.9294964249598507,-0.21428400888651322,0.07763425922504198,,0.00016948004822646634
fincall,calendar,temporal,har_resid,3,ewma,val,124,1.4858476478404212,0.7959746331450778,-0.2418977057668894,-0.31718975676996675,,0.039914980911481296
fincall,calendar,temporal,har_resid,3,garch,test,255,1.934126346536607,0.979516644586886,-0.34954201155460995,0.16014885911978183,,1.7699882668310595e-05
fincall,calendar,temporal,har_resid,3,garch,val,124,1.5729062388527337,0.8245175486797145,-0.3146628136853433,0.09036608069591578,,0.013647642125297135
fincall,calendar,temporal,har_resid,3,gbdt_tickerFE,test,256,1.747803901990767,1.0139163600721341,-0.22113266168652523,0.04832652666889691,0.011052038498270845,0.0016360413357021032
fincall,calendar,temporal,har_resid,3,gbdt_tickerFE,val,124,1.3817104043885677,0.801954456214044,-0.15485795851170234,-0.1341617652712106,0.030293198738673466,0.05739330903580905
fincall,calendar,temporal,har_resid,3,har,test,256,1.4312973166869913,0.8788674705573638,0.0,,,
fincall,calendar,temporal,har_resid,3,har,val,124,1.1964332013343153,0.7537849100788001,0.0,,,
fincall,calendar,temporal,har_resid,3,persistence,test,256,1.4312973166869913,0.8788674705573638,0.0,,,
fincall,calendar,temporal,har_resid,3,persistence,val,124,1.1964332013343153,0.7537849100788001,0.0,,,
fincall,calendar,temporal,har_resid,7,ewma,test,481,0.35920585355524526,0.47867783046739504,-0.09141005833441995,0.1683625643792686,,0.014650176552392074
fincall,calendar,temporal,har_resid,7,ewma,val,228,0.2760392768218735,0.4015393626373644,0.008573430367076695,0.46887912037949553,,0.8766747723667728
fincall,calendar,temporal,har_resid,7,garch,test,479,0.4410861928658863,0.5267140619768882,-0.3379932779628889,0.20432974906106105,,5.817095142815239e-07
fincall,calendar,temporal,har_resid,7,garch,val,228,0.3255380934075604,0.428584060792197,-0.16920721916021586,0.3233935606778817,,0.03595799757880654
fincall,calendar,temporal,har_resid,7,gbdt_tickerFE,test,481,0.4076477439878615,0.5151011789923886,-0.23859576240803143,0.07469145765580243,0.0035019908659178777,1.588969787882085e-06
fincall,calendar,temporal,har_resid,7,gbdt_tickerFE,val,228,0.37544567301482235,0.4848277683903911,-0.34845598773541664,0.006143795356098437,0.0018465654800612823,0.00015750456627401267
fincall,calendar,temporal,har_resid,7,har,test,481,0.3291208934828972,0.4605850256308305,0.0,,,
fincall,calendar,temporal,har_resid,7,har,val,228,0.27842634570917074,0.41032993856272415,0.0,,,
fincall,calendar,temporal,har_resid,7,persistence,test,481,0.3291208934828972,0.4605850256308305,0.0,,,
fincall,calendar,temporal,har_resid,7,persistence,val,228,0.27842634570917074,0.41032993856272415,0.0,,,
fincall,calendar,temporal,har_resid,15,ewma,test,481,0.21437614280417636,0.37056056215731936,-0.0986835767403329,0.20020047339845615,,0.038941730844953774
fincall,calendar,temporal,har_resid,15,ewma,val,228,0.12247908229250215,0.2684030757732605,0.08886698977857199,0.5012445918672476,,0.24242931361424042
fincall,calendar,temporal,har_resid,15,garch,test,479,0.2745666344406487,0.4174815194043747,-0.40219961726367504,0.27034329376000066,,2.2711484154227048e-07
fincall,calendar,temporal,har_resid,15,garch,val,228,0.15591915556817307,0.2927342568808297,-0.15989675057117414,0.42138763545365193,,0.20691905165124858
fincall,calendar,temporal,har_resid,15,gbdt_tickerFE,test,481,0.25180188822518645,0.40399016526257725,-0.2904915424190933,0.07703482171419654,0.003378764918528475,4.514915663844805e-08
